,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
29179,0,14,0,1,0,2,26,3.0,5,0,0,86,0
29180,7,11,0,1,2,1,39,4.0,11,0,0,49,0
29181,8,0,0,0,2,1,25,5.0,4,1,0,79,0
29182,5,7,0,1,0,4,26,1.0,2,0,0,72,0
29183,5,31,0,0,0,1,27,5.0,5,0,0,72,0
29184,4,14,0,1,0,1,30,4.0,6,0,0,58,0
29185,7,4,2,1,0,1,39,5.0,10,1,0,51,0
29186,8,15,0,1,2,1,31,4.0,6,1,0,77,0
29187,8,19,0,0,2,1,33,1.0,8,0,0,80,0
29188,2,14,0,1,2,1,29,1.0,4,0,0,47,0
29189,1,11,0,0,0,1,25,3.0,3,0,0,63,0
29190,4,3,0,0,2,1,35,3.0,6,0,0,59,0
29191,7,11,2,1,0,2,51,3.0,11,0,0,56,0
29192,8,11,0,1,2,3,25,4.0,1,1,0,78,0
29193,5,30,0,1,2,1,35,4.0,3,0,0,72,0
29194,8,14,0,1,0,1,34,4.0,6,0,1,79,0
29195,8,31,2,1,0,1,39,5.0,5,1,0,79,1
29196,4,11,0,0,0,1,30,3.0,6,1,0,58,1
29197,4,31,2,1,2,1,50,5.0,18,0,0,60,0
29198,4,31,2,0,2,1,41,2.0,11,0,0,70,1
29199,2,24,0,0,2,1,29,5.0,2,1,0,50,0
29200,0,14,0,1,2,3,28,1.0,2,0,0,80,0
29201,7,2,0,0,0,1,26,4.0,3,0,0,54,0
29202,7,14,2,0,0,1,34,1.0,5,0,0,47,0
29203,4,11,1,1,2,1,21,3.0,2,0,0,61,0
29204,2,11,2,0,0,1,36,4.0,4,0,0,54,0
29205,4,18,2,1,0,1,29,3.0,5,1,0,62,0
29206,7,19,2,1,2,1,50,1.0,7,1,0,54,0
29207,5,8,0,1,2,1,33,3.0,4,0,0,65,0
29208,4,24,0,1,0,1,34,4.0,8,0,0,58,0
29209,4,24,2,1,2,2,42,3.0,4,0,0,68,1
29210,7,29,0,1,0,2,32,1.0,10,0,0,48,0
29211,7,4,0,1,2,2,35,3.0,7,0,0,46,0
29212,8,31,2,1,0,1,31,4.0,10,0,0,80,0
29213,7,24,0,1,2,1,47,1.0,17,0,0,50,0
29214,7,0,2,1,0,2,33,1.0,4,0,0,50,0
29215,8,17,0,0,0,1,30,5.0,4,1,0,81,1
29216,4,24,0,1,0,2,32,3.0,4,1,0,61,1
29217,4,15,2,0,0,1,37,4.0,6,0,0,65,0
29218,7,31,0,1,0,2,32,3.0,5,1,0,50,0
29219,5,11,0,0,2,1,44,1.0,11,0,0,74,0
29220,7,31,2,0,2,1,40,4.0,11,0,0,51,0
29221,7,11,0,1,0,1,34,4.0,7,0,0,53,0
29222,4,11,0,1,0,1,39,3.0,11,1,0,57,0
29223,7,11,0,1,0,3,31,1.0,3,0,0,48,0
29224,5,7,2,0,0,1,39,1.0,10,0,0,79,0
29225,5,4,2,0,0,1,42,3.0,6,0,0,75,0
29226,0,20,0,1,2,1,28,3.0,2,1,0,89,0
29227,8,29,0,0,0,1,25,3.0,2,0,0,79,0
29228,7,31,0,1,2,1,32,4.0,6,1,0,47,1
29229,8,11,1,1,1,1,22,3.0,1,0,0,80,0
29230,7,31,2,1,0,1,30,3.0,2,0,0,50,0
29231,2,11,2,1,0,1,49,4.0,16,1,0,49,0
29232,5,6,2,0,2,1,38,4.0,7,0,0,68,0
29233,8,7,0,1,0,1,27,5.0,1,0,1,91,1
29234,5,11,2,0,2,1,39,5.0,14,1,0,68,0
29235,4,11,2,1,0,1,50,3.0,20,0,0,62,0
29236,5,11,0,0,2,1,40,5.0,6,1,0,66,0
29237,7,16,0,1,2,1,24,4.0,1,0,0,53,0
29238,4,11,2,1,0,1,41,4.0,12,1,0,58,0
29239,0,19,0,1,0,1,28,5.0,5,0,0,80,0
29240,7,11,2,0,0,1,56,4.0,5,0,0,43,0
29241,8,11,0,1,1,1,35,3.0,9,0,0,81,0
29242,5,11,2,1,2,1,54,2.0,13,0,0,71,0
29243,1,24,0,1,2,1,38,4.0,3,1,0,60,0
29244,4,14,0,1,0,1,30,3.0,4,1,1,59,1
29245,6,11,0,1,0,2,40,3.0,4,1,0,90,0
29246,7,11,0,0,2,1,30,4.0,4,0,0,49,0
29247,0,31,0,1,2,1,48,1.0,13,0,0,82,0
29248,5,11,0,0,2,1,32,4.0,4,1,0,69,0
29249,0,11,2,1,0,1,53,4.0,7,0,0,82,0
29250,4,31,2,1,0,1,39,3.0,5,0,0,56,0
29251,0,18,0,1,0,2,37,3.0,3,0,0,80,0
29252,7,31,0,1,0,1,39,3.0,12,0,0,46,0
29253,0,20,0,1,0,1,35,4.0,10,1,0,88,0
29254,0,32,0,1,2,1,28,5.0,5,1,0,84,0
29255,4,14,0,0,2,1,32,1.0,7,0,0,56,0
29256,8,14,2,1,0,1,40,2.0,3,1,0,79,0
29257,2,11,2,1,0,2,43,5.0,13,0,0,60,1
29258,7,30,0,0,0,1,28,3.0,2,0,0,49,0
29259,4,28,2,1,2,1,56,5.0,7,1,1,58,1
29260,7,14,0,0,0,1,28,3.0,1,0,0,53,0
29261,8,7,0,0,2,1,34,3.0,4,0,0,82,0
29262,5,4,2,0,2,1,39,5.0,5,0,1,84,1
29263,4,23,0,0,0,1,32,5.0,5,0,0,61,0
29264,7,11,0,0,0,1,40,1.0,4,1,0,47,0
29265,0,4,0,1,2,1,39,2.0,3,0,0,80,0
29266,7,19,0,1,0,1,33,4.0,7,0,0,53,0
29267,7,17,0,0,0,1,30,3.0,5,0,0,48,0
29268,7,14,0,1,2,2,28,4.0,4,1,0,50,0
29269,8,18,0,1,2,1,30,4.0,5,0,0,82,0
29270,7,11,0,1,0,1,39,5.0,10,1,0,54,0
29271,5,24,0,1,2,1,41,5.0,4,1,0,71,0
29272,4,14,0,0,2,1,50,3.0,22,1,0,61,0
29273,4,14,0,0,1,1,35,5.0,8,0,0,63,0
29274,0,6,0,1,0,1,30,1.0,3,0,0,85,0
29275,4,10,0,0,2,1,36,3.0,7,0,0,61,0
29276,5,11,2,0,0,1,42,2.0,12,0,0,67,0
29277,2,6,0,1,0,1,32,5.0,4,1,0,52,0
29278,7,11,0,0,0,1,42,5.0,7,0,0,47,0
29279,7,27,0,1,2,3,27,3.0,1,1,1,50,0
29280,5,6,0,0,0,1,30,3.0,1,1,0,71,0
29281,4,2,0,1,2,1,28,3.0,5,0,0,59,0
29282,7,14,2,1,0,1,27,3.0,3,1,0,50,0
29283,5,20,2,0,0,1,33,3.0,7,0,0,68,0
29284,2,11,1,0,2,1,22,5.0,2,1,0,52,0
29285,7,14,0,0,2,1,26,3.0,2,1,0,48,0
29286,7,18,2,1,0,1,42,5.0,7,1,0,50,0
29287,7,4,0,1,2,1,27,1.0,3,1,1,50,0
29288,4,13,0,1,0,1,38,3.0,8,0,0,54,0
29289,8,0,2,1,2,1,35,4.0,4,1,0,79,0
29290,8,21,0,1,2,1,27,3.0,2,0,0,82,0
29291,4,14,2,1,2,1,33,3.0,7,0,0,63,0
29292,8,11,2,1,2,1,44,3.0,15,0,0,76,0
29293,4,14,0,0,2,3,27,3.0,4,0,0,60,0
29294,4,0,0,0,2,3,27,5.0,4,1,0,59,0
29295,4,14,0,0,0,1,38,4.0,5,1,0,63,1
29296,5,11,0,1,2,1,56,3.0,6,0,0,72,0
29297,0,28,0,1,0,1,29,3.0,5,1,0,84,0
29298,7,14,2,1,2,1,33,4.0,8,1,0,54,0
29299,5,31,0,1,0,1,32,4.0,5,0,0,74,0
29300,5,31,0,1,2,1,26,3.0,1,0,0,70,0
29301,5,29,0,1,0,1,30,3.0,2,0,0,71,0
29302,7,4,0,1,0,1,27,2.0,4,0,0,48,0
29303,7,14,2,1,2,1,48,3.0,5,0,0,46,0
29304,0,20,2,1,0,1,40,1.0,6,1,0,84,1
29305,4,11,2,0,0,1,57,5.0,6,0,0,62,0
29306,5,14,2,0,2,1,29,3.0,2,1,0,69,0
29307,1,23,0,0,0,1,28,3.0,3,1,0,58,1
29308,8,20,0,1,0,1,28,1.0,2,1,0,81,0
29309,4,11,2,0,2,2,38,5.0,3,1,0,63,0
29310,7,19,0,1,0,1,33,5.0,6,1,0,97,1
29311,0,10,0,1,0,1,34,3.0,9,0,0,81,0
29312,4,11,0,1,1,1,32,4.0,7,0,0,63,0
29313,4,4,0,1,0,1,39,4.0,4,0,0,60,0
29314,3,11,0,1,2,1,47,4.0,6,1,0,56,0
29315,8,14,0,1,2,3,32,3.0,1,0,0,79,0
29316,5,11,2,0,2,1,33,2.0,9,0,0,65,0
29317,7,14,0,1,2,2,29,4.0,1,0,0,45,0
29318,7,23,0,1,0,1,50,4.0,5,0,0,51,0
29319,0,0,0,1,0,1,27,4.0,2,1,0,86,0
29320,4,14,0,0,0,2,35,5.0,9,1,0,63,0
29321,4,19,0,0,2,1,25,4.0,2,1,0,63,0
29322,5,8,2,0,0,1,36,4.0,8,0,0,70,0
29323,4,14,0,1,2,2,28,5.0,1,1,0,63,0
29324,4,28,2,0,0,1,30,5.0,5,1,0,62,0
29325,7,13,2,0,2,1,32,2.0,2,0,0,49,0
29326,7,24,2,1,0,2,27,3.0,3,0,0,50,0
29327,5,11,2,1,2,1,34,5.0,10,1,0,73,0
29328,3,18,0,1,0,1,26,4.0,2,0,0,58,0
29329,4,24,2,0,2,1,44,3.0,16,0,0,74,1
29330,7,11,0,1,1,1,29,5.0,2,0,0,61,1
29331,7,4,0,1,0,1,44,4.0,7,0,0,54,0
29332,4,31,0,0,2,1,29,3.0,5,0,0,63,0
29333,8,11,0,0,0,2,28,1.0,1,0,0,82,1
29334,7,0,2,0,2,2,32,1.0,3,0,0,49,0
29335,4,11,2,1,0,1,48,5.0,7,0,0,69,1
29336,7,22,0,1,2,1,27,3.0,6,0,0,48,0
29337,4,21,0,1,0,1,32,3.0,3,0,0,59,0
29338,8,11,0,0,1,1,36,5.0,7,1,0,84,0
29339,0,5,0,1,0,1,31,5.0,3,1,0,84,0
29340,8,11,0,1,0,1,54,4.0,7,1,0,82,0
29341,4,14,2,1,0,1,54,3.0,4,0,0,60,0
29342,4,18,0,0,2,2,36,4.0,7,1,0,60,0
29343,5,15,2,1,0,1,42,3.0,12,0,0,72,0
29344,2,11,2,0,0,1,36,3.0,9,0,0,53,0
29345,4,4,0,0,0,1,34,5.0,2,0,0,62,0
29346,7,12,0,1,0,1,40,4.0,9,1,0,50,0
29347,7,22,0,1,0,1,41,5.0,7,0,0,49,0
29348,8,5,2,1,2,1,45,3.0,13,0,0,83,0
29349,7,20,2,1,0,1,41,1.0,10,0,0,51,0
29350,2,3,0,0,2,1,27,5.0,1,0,0,50,0
29351,4,21,0,0,0,1,33,5.0,9,1,0,65,0
29352,8,7,0,0,1,2,31,3.0,10,0,0,75,0
29353,8,11,2,0,2,1,36,3.0,8,0,0,78,0
29354,3,11,2,1,0,1,46,3.0,12,0,0,60,0
29355,7,11,0,0,0,1,31,5.0,6,0,0,64,1
29356,0,2,0,1,0,1,30,3.0,2,1,0,88,0
29357,4,0,0,0,2,1,27,5.0,3,1,0,60,0
29358,0,29,0,1,0,1,42,3.0,13,0,0,88,0
29359,8,5,2,0,2,1,43,2.0,4,1,1,78,0
29360,4,25,0,0,2,2,30,3.0,3,0,0,57,0
29361,2,11,2,0,2,1,55,3.0,5,0,0,50,0
29362,1,6,0,1,2,1,27,4.0,2,1,0,57,1
29363,4,13,0,1,2,1,29,2.0,4,0,0,60,0
29364,8,28,0,1,2,2,32,4.0,6,1,0,79,0
29365,4,24,0,1,2,2,34,4.0,3,1,0,61,0
29366,7,28,0,1,2,1,28,3.0,3,0,0,48,0
29367,8,6,0,1,0,1,28,2.0,3,0,0,83,0
29368,2,18,0,0,0,1,29,3.0,2,0,0,50,0
29369,4,11,0,0,1,1,31,4.0,4,1,0,62,0
29370,5,8,2,1,0,1,50,1.0,27,0,0,70,0
29371,1,28,0,1,2,1,26,3.0,4,1,0,54,1
29372,5,19,0,1,2,9,26,2.0,2,0,0,71,0
29373,4,31,0,0,2,1,46,4.0,11,0,0,59,0
29374,8,11,2,0,0,1,20,3.0,2,0,0,80,0
29375,4,11,0,1,0,1,53,5.0,13,0,0,57,0
29376,8,11,0,0,0,1,29,5.0,1,1,0,82,0
29377,5,4,2,0,2,1,37,5.0,4,0,0,71,0
29378,7,28,0,1,2,1,42,1.0,7,0,0,47,0
29379,7,1,0,1,0,1,29,1.0,4,0,0,50,0
29380,0,24,0,1,0,2,28,5.0,1,1,0,82,0
29381,4,4,0,1,2,1,31,5.0,3,1,0,62,0
29382,4,25,0,1,0,1,30,4.0,2,1,0,59,0
29383,7,2,0,1,0,2,32,5.0,4,1,0,52,0
29384,7,11,0,1,2,1,27,4.0,1,0,0,51,0
29385,7,31,2,1,0,1,35,4.0,2,0,0,53,0
29386,7,11,2,1,0,1,38,5.0,10,1,0,48,0
29387,4,11,0,1,2,1,52,3.0,15,0,0,66,0
29388,0,3,0,1,2,1,33,3.0,4,0,0,80,0
29389,7,2,0,0,2,1,27,5.0,2,1,0,46,1
29390,4,14,2,1,2,1,45,3.0,15,1,0,57,0
29391,4,11,2,0,0,1,45,4.0,18,0,0,60,0
29392,5,14,2,1,2,1,34,4.0,3,1,0,69,0
29393,0,31,0,1,0,1,47,3.0,13,0,0,88,0
29394,4,19,2,0,0,1,35,5.0,4,1,0,60,0
29395,7,1,0,1,2,2,31,1.0,2,0,0,46,0
29396,8,11,0,1,1,1,52,3.0,17,0,0,81,0
29397,7,21,0,1,2,1,25,3.0,1,0,0,55,0
29398,0,11,2,1,0,2,36,3.0,7,1,0,83,0
29399,4,21,0,1,0,1,28,3.0,5,0,0,64,0
29400,7,11,0,1,2,1,37,5.0,11,1,1,90,1
29401,8,18,2,0,0,1,42,3.0,7,0,0,81,0
29402,1,16,0,1,0,1,31,3.0,6,0,0,59,0
29403,8,14,0,1,0,1,52,3.0,7,0,0,82,0
29404,0,31,0,1,2,1,33,4.0,4,1,0,85,0
29405,8,10,0,1,0,1,31,1.0,7,0,0,76,0
29406,4,3,0,0,0,1,33,5.0,6,1,0,64,0
29407,7,31,2,1,0,2,43,1.0,9,0,0,47,0
29408,5,31,0,1,0,3,25,5.0,2,0,0,82,1
29409,4,27,0,1,2,1,33,3.0,5,1,0,58,0
29410,7,25,0,1,2,2,30,3.0,5,0,0,46,0
29411,2,1,2,1,2,1,29,5.0,3,1,0,49,0
29412,7,31,0,1,2,2,54,5.0,16,1,0,47,0
29413,2,4,0,1,0,1,41,5.0,4,0,0,60,1
29414,7,28,0,1,2,2,31,5.0,6,1,0,49,0
29415,4,11,2,0,0,1,58,5.0,16,0,0,90,1
29416,8,31,0,0,0,1,53,2.0,16,0,0,79,0
29417,3,11,0,1,2,3,35,5.0,3,0,0,60,0
29418,4,32,0,0,2,1,29,5.0,2,1,0,56,0
29419,7,4,2,1,2,1,38,4.0,8,0,0,48,0
29420,0,11,2,1,0,1,36,1.0,4,0,0,85,0
29421,1,11,0,0,2,1,28,1.0,2,1,0,60,0
29422,4,14,0,1,0,2,27,2.0,1,1,0,57,0
29423,1,30,0,0,0,1,30,2.0,7,0,0,59,0
29424,0,14,0,1,2,2,31,3.0,2,1,0,88,1
29425,4,13,2,1,0,1,31,5.0,7,1,0,60,0
29426,6,14,0,1,2,2,37,3.0,4,0,0,84,0
29427,8,14,0,1,0,1,28,4.0,6,0,0,77,0
29428,7,25,0,1,2,1,33,3.0,7,0,0,49,0
29429,7,0,2,1,0,1,49,3.0,4,0,0,54,0
29430,4,19,0,1,0,1,40,4.0,5,1,0,61,0
29431,0,14,0,1,0,1,31,3.0,6,1,0,84,0
29432,5,21,0,1,0,1,28,2.0,2,0,0,72,0
29433,0,18,0,1,0,1,29,5.0,3,1,0,80,0
29434,4,11,1,0,0,1,26,5.0,4,1,0,59,0
29435,4,31,0,1,2,1,39,2.0,5,1,0,58,0
29436,0,11,0,1,2,1,31,2.0,3,1,0,86,0
29437,7,15,2,1,2,1,39,3.0,13,0,0,52,0
29438,8,31,2,1,0,1,39,1.0,12,0,1,81,0
29439,7,17,0,1,0,1,38,5.0,8,0,0,47,0
29440,7,0,2,1,0,2,34,4.0,7,0,0,50,0
29441,4,14,2,0,0,1,49,3.0,11,0,0,57,0
29442,5,11,2,1,2,1,43,5.0,13,0,0,73,0
29443,7,14,2,1,2,3,38,3.0,4,0,0,49,0
29444,4,6,0,1,2,1,51,4.0,15,0,0,63,0
29445,7,15,0,1,2,1,28,3.0,3,0,0,60,1
29446,8,2,0,1,2,1,30,5.0,4,1,0,80,1
29447,7,1,2,1,2,1,38,4.0,7,0,0,56,0
29448,5,18,0,0,0,1,31,5.0,7,1,1,70,0
29449,4,14,2,1,1,2,38,5.0,11,0,0,56,0
29450,1,19,0,0,2,1,25,3.0,3,1,0,59,0
29451,5,14,0,1,0,1,31,5.0,3,1,0,70,0
29452,7,4,2,1,0,1,40,1.0,3,0,0,47,0
29453,4,13,0,1,0,1,45,3.0,14,0,0,62,0
29454,8,11,2,1,0,1,51,2.0,8,0,0,76,0
29455,7,11,2,0,0,1,34,5.0,2,1,0,48,0
29456,7,6,2,1,0,1,49,5.0,3,1,0,54,0
29457,8,31,0,1,0,1,29,4.0,5,1,0,79,0
29458,2,18,0,1,2,1,29,3.0,5,0,0,46,0
29459,1,31,2,1,2,2,35,3.0,6,1,0,61,0
29460,7,8,2,1,0,1,38,4.0,3,1,0,52,0
29461,4,6,2,1,0,1,32,4.0,9,1,0,59,0
29462,6,14,0,1,0,1,39,3.0,9,0,0,86,0
29463,4,11,0,1,0,1,45,5.0,6,0,0,58,0
29464,2,18,0,0,0,1,33,4.0,4,1,0,54,0
29465,8,31,0,1,2,1,24,3.0,1,0,0,82,0
29466,8,4,0,1,2,1,52,3.0,4,0,0,82,0
29467,7,32,0,1,2,1,26,3.0,2,1,0,48,0
29468,7,0,2,1,0,1,43,4.0,6,0,0,52,0
29469,5,3,0,1,2,1,28,5.0,1,1,0,68,0
29470,8,11,0,1,2,1,27,5.0,5,1,0,80,0
29471,8,7,1,1,2,1,24,3.0,1,1,0,83,0
29472,7,4,2,0,2,1,36,3.0,3,1,0,51,0
29473,2,11,0,0,1,1,36,3.0,5,1,0,51,0
29474,2,2,0,1,2,1,28,3.0,2,1,0,49,0
29475,1,18,0,0,2,1,31,1.0,6,0,0,61,0
29476,7,2,2,1,0,1,46,3.0,15,0,0,49,0
29477,7,14,0,1,0,1,27,5.0,2,0,0,49,0
29478,7,31,0,0,2,1,36,1.0,9,0,0,48,0
29479,0,20,0,1,2,1,28,2.0,3,0,0,84,0
29480,7,4,0,1,0,4,45,1.0,17,0,0,49,0
29481,6,11,2,1,2,1,48,3.0,6,1,0,88,0
29482,3,31,0,1,2,1,32,4.0,1,0,0,60,0
29483,0,14,0,1,2,1,26,4.0,6,1,0,85,1
29484,7,5,0,1,0,2,34,3.0,5,0,0,51,0
29485,6,25,0,1,0,1,28,4.0,1,0,0,86,0
29486,4,31,0,1,0,1,35,4.0,8,0,0,60,0
29487,5,32,0,1,2,1,26,2.0,2,0,0,68,0
29488,0,31,2,1,2,1,39,3.0,8,0,0,84,0
29489,8,7,0,0,2,1,32,5.0,3,1,0,81,0
29490,0,4,2,1,2,2,34,5.0,4,0,0,81,0
29491,8,29,0,1,0,1,31,2.0,2,0,0,76,0
29492,4,19,0,1,2,1,45,4.0,2,0,0,57,0
29493,5,29,2,1,0,1,48,3.0,18,0,0,66,0
29494,7,24,0,1,2,1,31,3.0,3,1,0,48,0
29495,5,18,0,0,0,1,41,3.0,11,1,0,68,0
29496,8,20,2,1,2,1,31,4.0,6,1,0,81,0
29497,8,31,2,1,0,1,46,3.0,3,0,0,79,0
29498,8,15,2,1,2,1,44,4.0,18,1,0,81,0
29499,0,14,0,1,2,1,30,1.0,1,0,0,85,0
29500,5,6,0,1,2,1,41,1.0,5,0,0,68,0
29501,7,17,2,1,0,1,45,3.0,16,0,0,46,0
29502,1,24,0,0,0,1,26,3.0,3,0,0,58,0
29503,1,4,2,1,0,3,36,3.0,7,0,1,57,0
29504,0,18,0,1,2,1,32,3.0,10,0,0,80,0
29505,7,14,0,1,0,4,29,1.0,8,0,0,46,0
29506,4,6,0,1,2,1,38,4.0,3,1,0,62,0
29507,7,33,0,1,0,1,29,1.0,6,0,0,46,0
29508,4,11,0,0,2,2,50,5.0,7,1,0,54,0
29509,7,11,0,1,0,1,25,2.0,4,0,0,49,0
29510,7,11,0,1,0,2,35,4.0,8,0,0,53,0
29511,0,30,0,0,2,1,27,3.0,2,0,0,81,0
29512,7,25,0,1,0,1,29,2.0,5,0,0,53,0
29513,5,14,0,1,2,1,40,3.0,6,1,0,71,0
29514,0,14,0,0,2,2,27,3.0,2,0,0,85,0
29515,8,18,0,0,0,1,38,1.0,11,0,0,83,0
29516,0,11,0,1,2,1,31,5.0,7,1,0,86,0
29517,5,28,2,1,2,1,38,5.0,3,1,0,70,1
29518,8,11,2,0,2,1,40,4.0,8,0,0,84,0
29519,4,6,0,1,0,1,36,5.0,9,0,0,60,0
29520,4,16,2,1,0,1,33,3.0,8,0,0,55,0
29521,8,11,0,0,0,2,31,4.0,6,0,0,82,0
29522,3,14,2,1,2,1,45,3.0,10,0,0,59,0
29523,5,7,2,1,0,1,36,5.0,8,1,0,67,1
29524,2,31,2,0,0,1,32,4.0,8,1,0,46,0
29525,0,31,0,1,0,2,30,3.0,1,0,0,85,0
29526,4,11,0,0,0,1,57,3.0,11,0,0,59,0
29527,7,6,0,1,0,1,27,5.0,5,1,0,47,0
29528,4,21,0,1,2,1,34,1.0,4,0,0,55,0
29529,7,11,0,0,0,1,53,2.0,9,0,0,49,0
29530,7,27,0,1,2,1,28,3.0,6,0,0,49,0
29531,7,14,0,1,0,2,28,5.0,2,0,0,53,0
29532,2,21,2,1,2,1,30,3.0,7,0,0,48,0
29533,5,31,2,1,2,1,41,2.0,14,0,0,73,0
29534,5,11,2,1,2,3,38,3.0,4,0,0,71,0
29535,0,17,0,1,2,1,28,1.0,5,0,0,84,0
29536,5,11,2,1,2,7,48,4.0,17,1,0,67,0
29537,7,11,2,0,0,1,46,3.0,14,0,0,52,0
29538,6,14,0,1,0,1,36,3.0,10,0,0,86,0
29539,8,11,0,1,0,1,30,4.0,4,1,0,78,0
29540,7,4,0,1,0,1,58,3.0,27,0,0,46,0
29541,1,4,0,1,2,4,27,3.0,2,0,0,59,0
29542,7,31,0,0,2,2,37,3.0,10,0,0,43,0
29543,7,7,2,1,2,1,58,5.0,7,0,0,53,0
29544,4,4,2,0,0,1,39,4.0,10,0,0,55,0
29545,4,3,0,0,0,1,30,4.0,1,0,0,63,0
29546,4,14,0,1,0,2,30,4.0,2,1,0,57,0
29547,4,14,0,1,0,1,27,1.0,4,0,0,58,0
29548,7,0,0,1,2,1,29,3.0,6,1,1,88,1
29549,4,4,2,0,2,1,41,4.0,4,1,0,60,0
29550,7,11,2,1,0,1,40,1.0,5,0,0,49,0
29551,7,11,0,1,2,2,33,2.0,4,1,0,50,1
29552,7,4,2,0,0,3,37,3.0,9,0,0,52,0
29553,1,11,0,1,2,4,30,4.0,5,0,0,67,0
29554,8,11,0,0,0,1,50,4.0,5,1,0,80,0
29555,5,14,0,1,0,3,29,3.0,3,0,0,70,0
29556,4,10,0,1,2,1,43,4.0,6,0,0,57,0
29557,0,15,2,1,2,1,36,3.0,9,0,0,83,0
29558,8,31,0,0,0,1,30,2.0,4,0,0,77,0
29559,4,18,0,1,2,1,34,3.0,10,0,0,55,0
29560,5,14,2,1,0,1,49,3.0,15,0,0,71,0
29561,0,25,0,1,2,1,28,5.0,5,1,0,86,0
29562,4,32,0,1,0,1,32,1.0,7,0,0,57,0
29563,7,11,0,1,0,2,42,1.0,2,0,0,48,0
29564,7,11,0,0,2,1,51,3.0,12,1,0,47,0
29565,0,14,0,1,0,1,28,3.0,1,1,0,86,1
29566,8,15,0,0,0,2,29,3.0,2,1,0,93,1
29567,5,31,2,0,2,1,44,3.0,13,0,0,72,0
29568,8,11,0,0,0,1,34,3.0,4,0,0,79,0
29569,0,18,0,1,0,1,42,3.0,7,1,0,81,1
29570,7,25,0,1,0,3,26,1.0,2,0,0,51,0
29571,7,0,2,0,0,1,37,4.0,3,1,0,52,0
29572,3,11,0,1,0,1,41,2.0,12,0,0,58,0
29573,6,11,0,1,0,2,32,3.0,4,0,0,86,0
29574,8,4,0,0,0,2,26,1.0,6,0,0,77,0
29575,1,4,2,1,2,1,31,5.0,1,0,0,59,0
29576,7,4,0,1,2,1,47,5.0,7,0,0,50,0
29577,8,4,0,1,0,1,31,2.0,5,1,1,77,0
29578,4,6,0,1,1,1,32,3.0,4,1,0,64,0
29579,7,11,0,1,2,1,21,3.0,1,1,0,52,0
29580,4,14,0,0,2,1,30,3.0,2,1,0,59,0
29581,7,11,0,0,0,4,41,3.0,7,1,0,52,0
29582,7,20,2,1,2,1,39,1.0,9,0,0,52,0
29583,0,33,0,1,2,2,30,5.0,3,1,0,84,0
29584,5,24,0,0,0,1,25,1.0,2,0,0,72,0
29585,0,15,2,1,2,2,35,5.0,7,0,0,99,1
29586,7,4,2,1,2,1,45,3.0,14,0,0,51,0
29587,6,14,2,1,2,1,34,4.0,4,0,0,92,0
29588,7,24,0,1,2,1,36,2.0,9,0,0,49,0
29589,6,11,0,1,2,2,24,4.0,1,1,0,85,0
29590,5,8,0,0,0,1,35,4.0,7,0,0,68,0
29591,0,14,0,1,1,2,27,5.0,1,1,0,83,0
29592,7,14,2,1,2,3,39,5.0,12,1,0,55,0
29593,5,23,0,1,2,1,27,3.0,3,0,0,68,0
29594,0,11,0,1,0,2,26,3.0,4,1,0,83,0
29595,5,11,0,0,2,1,39,3.0,13,0,0,83,1
29596,4,28,0,1,0,1,27,2.0,2,0,0,61,0
29597,1,11,0,1,2,1,39,5.0,3,1,0,62,0
29598,4,14,0,1,0,1,36,4.0,7,0,0,62,0
29599,7,20,0,1,0,2,33,3.0,3,0,0,51,0
29600,7,11,0,1,0,1,56,5.0,5,1,0,93,1
29601,5,31,2,1,2,1,59,3.0,3,1,0,74,1
29602,7,1,2,0,2,1,35,5.0,3,0,0,50,0
29603,4,11,0,0,2,1,26,4.0,2,0,0,58,0
29604,5,11,2,0,0,1,34,5.0,8,1,0,69,1
29605,8,18,0,1,0,4,30,3.0,9,0,0,79,0
29606,6,31,2,0,2,1,38,5.0,4,0,0,82,0
29607,0,14,0,1,2,2,27,4.0,3,1,0,81,0
29608,4,20,0,1,2,1,26,1.0,1,0,0,57,0
29609,0,11,0,1,0,1,59,1.0,3,1,0,83,0
29610,5,31,0,0,0,1,27,2.0,2,0,0,74,0
29611,8,31,0,1,0,3,28,4.0,1,0,0,83,0
29612,4,11,0,1,0,1,37,4.0,4,0,0,64,0
29613,5,19,0,1,0,2,36,1.0,9,0,0,64,0
29614,1,11,0,0,0,2,26,4.0,2,1,0,58,0
29615,7,14,2,1,0,1,32,3.0,8,1,0,52,0
29616,5,11,0,1,0,1,55,2.0,3,0,0,70,0
29617,4,31,0,1,2,2,33,3.0,7,0,0,59,0
29618,5,11,1,1,0,1,20,4.0,1,0,0,70,0
29619,4,3,0,1,0,1,28,4.0,5,0,0,60,0
29620,5,18,0,1,2,1,29,1.0,3,0,0,75,0
29621,8,14,2,0,2,1,33,3.0,4,0,0,81,0
29622,2,17,0,0,0,1,28,3.0,3,1,1,50,0
29623,7,24,0,1,0,2,33,3.0,5,0,0,48,0
29624,5,18,0,0,2,1,37,1.0,6,0,0,71,0
29625,5,31,0,1,0,1,31,3.0,6,0,0,70,0
29626,8,11,0,0,2,1,58,3.0,14,0,0,76,0
29627,3,19,0,1,0,1,26,4.0,1,0,0,57,0
